Car_ID,Sale_Price_Lakh,Sale_Date,Buyer_Name
C7985,44.96,2023-08-16,Buyer_6985
C7986,15.4,2023-06-06,Buyer_6986
C7987,5.11,2023-05-30,Buyer_6987
C7988,25.62,2023-11-17,Buyer_6988
C7989,41.79,2022-08-09,Buyer_6989
C7990,49.3,2023-12-05,Buyer_6990
C7991,25.25,2023-11-07,Buyer_6991
C7992,22.3,2022-09-09,Buyer_6992
C7993,6.1,2022-05-10,Buyer_6993
C7994,16.29,2022-08-05,Buyer_6994
C7995,47.37,2022-11-29,Buyer_6995
C7996,37.02,2022-02-24,Buyer_6996
C7997,34.22,2023-05-19,Buyer_6997
C7998,15.6,2022-08-26,Buyer_6998
C7999,19.35,2022-11-18,Buyer_6999
C8000,3.81,2023-10-10,Buyer_7000
C8001,39.29,2022-01-17,Buyer_7001
C8002,42.45,2022-07-26,Buyer_7002
C8003,2.79,2023-06-06,Buyer_7003
C8004,3.11,2022-06-19,Buyer_7004
C8005,30.2,2023-12-15,Buyer_7005
C8006,11.68,2022-08-31,Buyer_7006
C8007,15.79,2023-05-09,Buyer_7007
C8008,12.42,2023-11-07,Buyer_7008
C8009,3.34,2022-12-03,Buyer_7009
C8010,20.31,2022-03-11,Buyer_7010
C8011,16.28,2022-08-03,Buyer_7011
C8012,4.21,2023-03-02,Buyer_7012
C8013,7,2022-10-18,Buyer_7013
C8014,36.81,2023-09-13,Buyer_7014
C8015,5.78,2022-11-01,Buyer_7015
C8016,5.3,2022-06-13,Buyer_7016
C8017,20.37,2022-08-09,Buyer_7017
C8018,28.85,2023-07-11,Buyer_7018
C8019,35.65,2023-08-25,Buyer_7019
C8020,30.61,2022-04-06,Buyer_7020
C8021,30.78,2022-07-24,Buyer_7021
C8022,12.05,2023-11-09,Buyer_7022
C8023,22.85,2022-12-02,Buyer_7023
C8024,28.5,2023-03-18,Buyer_7024
C8025,29.07,2023-03-22,Buyer_7025
C8026,47.64,2023-02-01,Buyer_7026
C8027,38.09,2023-02-19,Buyer_7027
C8028,45.7,2022-09-19,Buyer_7028
C8029,41.63,2022-10-15,Buyer_7029
C8030,9.4,2023-09-01,Buyer_7030
C8031,38.72,2022-06-13,Buyer_7031
C8032,31.64,2022-08-11,Buyer_7032
C8033,23.73,2023-10-17,Buyer_7033
C8034,28.94,2023-06-02,Buyer_7034
C8035,28.46,2022-06-08,Buyer_7035
C8036,34.87,2023-12-05,Buyer_7036
C8037,39.05,2022-08-17,Buyer_7037
C8038,16.8,2022-08-03,Buyer_7038
C8039,48,2023-05-14,Buyer_7039
C8040,16.4,2023-03-22,Buyer_7040
C8041,4.51,2023-07-24,Buyer_7041
C8042,49.34,2022-07-14,Buyer_7042
C8043,47.97,2022-05-03,Buyer_7043
C8044,34.18,2022-05-14,Buyer_7044
C8045,43.47,2023-06-14,Buyer_7045
C8046,42.73,2023-12-31,Buyer_7046
C8047,34.89,2023-09-28,Buyer_7047
C8048,34.08,2022-03-27,Buyer_7048
C8049,45.87,2022-05-24,Buyer_7049
C8050,33.27,2022-03-27,Buyer_7050
C8051,15.37,2022-04-16,Buyer_7051
C8052,11.98,2023-11-15,Buyer_7052
C8053,34.38,2022-11-26,Buyer_7053
C8054,47.68,2023-11-17,Buyer_7054
C8055,47.71,2023-10-18,Buyer_7055
C8056,27.49,2023-09-10,Buyer_7056
C8057,14.18,2023-11-25,Buyer_7057
C8058,34.58,2023-10-02,Buyer_7058
C8059,20.38,2023-11-29,Buyer_7059
C8060,5.98,2022-11-07,Buyer_7060
C8061,20.18,2023-05-26,Buyer_7061
C8062,28.36,2023-05-12,Buyer_7062
C8063,29.99,2023-03-16,Buyer_7063
C8064,48.06,2022-07-16,Buyer_7064
C8065,30.73,2023-12-31,Buyer_7065
C8066,8.45,2023-05-19,Buyer_7066
C8067,45.56,2022-12-10,Buyer_7067
C8068,48.07,2022-09-24,Buyer_7068
C8069,20.21,2023-05-30,Buyer_7069
C8070,46.21,2023-01-28,Buyer_7070
C8071,17.55,2022-08-26,Buyer_7071
C8072,9.31,2023-04-21,Buyer_7072
C8073,25.97,2023-08-30,Buyer_7073
C8074,39.21,2023-04-12,Buyer_7074
C8075,43.1,2023-05-10,Buyer_7075
C8076,43.52,2022-10-21,Buyer_7076
C8077,49.73,2023-10-18,Buyer_7077
C8078,15.54,2022-02-06,Buyer_7078
C8079,32.28,2023-11-07,Buyer_7079
C8080,42.62,2022-07-14,Buyer_7080
C8081,37.77,2022-09-07,Buyer_7081
C8082,4.59,2023-08-12,Buyer_7082
C8083,6.41,2022-03-28,Buyer_7083
C8084,2.04,2022-04-13,Buyer_7084
C8085,11.71,2022-03-07,Buyer_7085
C8086,18.59,2023-09-17,Buyer_7086
C8087,49.83,2022-03-20,Buyer_7087
C8088,12.6,2022-02-24,Buyer_7088
C8089,34.3,2022-01-28,Buyer_7089
C8090,48.03,2023-03-22,Buyer_7090
C8091,15.44,2023-11-08,Buyer_7091
C8092,39.04,2023-04-27,Buyer_7092
C8093,36.29,2023-11-14,Buyer_7093
C8094,22.8,2022-05-25,Buyer_7094
C8095,46.13,2023-03-02,Buyer_7095
C8096,24.38,2022-03-11,Buyer_7096
C8097,29.27,2022-01-27,Buyer_7097
C8098,16.18,2023-11-13,Buyer_7098
C8099,7.31,2022-06-17,Buyer_7099
C8100,42.54,2023-09-02,Buyer_7100
C8101,10.99,2023-03-14,Buyer_7101
C8102,20.02,2023-04-04,Buyer_7102
C8103,44.54,2022-12-18,Buyer_7103
C8104,49.42,2023-10-20,Buyer_7104
C8105,3.64,2022-11-27,Buyer_7105
C8106,36.26,2022-06-17,Buyer_7106
C8107,47.87,2022-06-13,Buyer_7107
C8108,3.93,2022-12-19,Buyer_7108
C8109,19.54,2023-07-28,Buyer_7109
C8110,24.55,2022-12-01,Buyer_7110
C8111,17.1,2023-12-26,Buyer_7111
C8112,32.15,2022-07-01,Buyer_7112
C8113,34.88,2023-12-09,Buyer_7113
C8114,8.94,2022-08-17,Buyer_7114
C8115,7.78,2022-10-22,Buyer_7115
C8116,29.86,2022-08-26,Buyer_7116
C8117,45.63,2022-05-18,Buyer_7117
C8118,31.78,2022-04-12,Buyer_7118
C8119,34.53,2022-04-20,Buyer_7119
C8120,39.1,2023-12-11,Buyer_7120
C8121,15.35,2022-11-18,Buyer_7121
C8122,8.2,2022-08-04,Buyer_7122
C8123,15.96,2023-09-06,Buyer_7123
C8124,47.85,2023-11-14,Buyer_7124
C8125,8.28,2022-09-15,Buyer_7125
C8126,3.77,2023-02-12,Buyer_7126
C8127,10.18,2022-01-06,Buyer_7127
C8128,34.09,2023-02-10,Buyer_7128
C8129,8.43,2023-01-01,Buyer_7129
C8130,17.34,2023-09-20,Buyer_7130
C8131,29.49,2023-04-27,Buyer_7131
C8132,15.75,2023-10-12,Buyer_7132
C8133,42.02,2022-06-10,Buyer_7133
C8134,5.85,2022-06-21,Buyer_7134
C8135,22.11,2022-01-27,Buyer_7135
C8136,43.67,2022-05-14,Buyer_7136
C8137,13.2,2023-07-04,Buyer_7137
C8138,44.84,2023-06-22,Buyer_7138
C8139,44.55,2022-08-15,Buyer_7139
C8140,37.36,2023-10-03,Buyer_7140
C8141,34.24,2023-11-06,Buyer_7141
C8142,43.37,2023-07-30,Buyer_7142
C8143,25.29,2022-04-01,Buyer_7143
C8144,27.9,2023-01-28,Buyer_7144
C8145,15.34,2022-05-26,Buyer_7145
C8146,47.49,2023-11-30,Buyer_7146
C8147,48.58,2023-04-15,Buyer_7147
C8148,11.54,2022-05-13,Buyer_7148
C8149,6,2023-02-19,Buyer_7149
C8150,16.93,2022-07-09,Buyer_7150
C8151,34.39,2022-11-13,Buyer_7151
C8152,34.19,2023-10-23,Buyer_7152
C8153,15.53,2022-07-06,Buyer_7153
C8154,41.34,2023-06-02,Buyer_7154
C8155,26.24,2022-04-30,Buyer_7155
C8156,19.3,2023-02-16,Buyer_7156
C8157,32.21,2023-05-19,Buyer_7157
C8158,7.49,2022-01-07,Buyer_7158
C8159,33.13,2022-05-28,Buyer_7159
C8160,8.95,2022-06-15,Buyer_7160
C8161,2.01,2022-11-08,Buyer_7161
C8162,22.15,2022-01-13,Buyer_7162
C8163,5.29,2022-02-27,Buyer_7163
C8164,31.5,2022-02-01,Buyer_7164
C8165,3.39,2022-11-05,Buyer_7165
C8166,12.48,2023-09-22,Buyer_7166
C8167,20.16,2023-05-03,Buyer_7167
C8168,24.36,2023-07-11,Buyer_7168
C8169,13.1,2022-10-18,Buyer_7169
C8170,39.33,2022-07-22,Buyer_7170
C8171,18.71,2022-12-27,Buyer_7171
C8172,3.15,2024-01-01,Buyer_7172
C8173,12.66,2023-12-30,Buyer_7173
C8174,30.25,2022-12-07,Buyer_7174
C8175,11.09,2022-06-28,Buyer_7175
C8176,40.99,2023-05-26,Buyer_7176
C8177,13.6,2023-12-31,Buyer_7177
C8178,26.9,2023-02-01,Buyer_7178
C8179,46.91,2023-05-28,Buyer_7179
C8180,36.03,2022-01-04,Buyer_7180
C8181,26.58,2022-07-04,Buyer_7181
C8182,38.43,2023-09-12,Buyer_7182
C8183,8.76,2023-10-12,Buyer_7183
C8184,24.51,2022-06-03,Buyer_7184
C8185,31.09,2023-07-12,Buyer_7185
C8186,40.26,2022-04-23,Buyer_7186
C8187,19.46,2022-09-14,Buyer_7187
C8188,6.19,2022-05-28,Buyer_7188
C8189,16.76,2023-04-22,Buyer_7189
C8190,39.02,2023-03-17,Buyer_7190
C8191,43.3,2022-04-26,Buyer_7191
C8192,5.47,2023-05-31,Buyer_7192
C8193,35.92,2022-06-18,Buyer_7193
C8194,5.08,2023-04-26,Buyer_7194
C8195,31.46,2023-12-18,Buyer_7195
C8196,6,2022-06-17,Buyer_7196
C8197,11.12,2023-12-14,Buyer_7197
C8198,17.7,2022-01-25,Buyer_7198
C8199,7.28,2022-08-16,Buyer_7199
C8200,24.62,2022-06-30,Buyer_7200
C8201,14.33,2023-12-12,Buyer_7201
C8202,14.86,2023-09-08,Buyer_7202
C8203,27.35,2023-03-12,Buyer_7203
C8204,34.24,2022-03-29,Buyer_7204
C8205,47.66,2023-12-20,Buyer_7205
C8206,49.48,2023-07-23,Buyer_7206
C8207,3.37,2022-03-30,Buyer_7207
C8208,4.88,2023-01-12,Buyer_7208
C8209,24.27,2023-02-24,Buyer_7209
C8210,36.23,2023-02-28,Buyer_7210
C8211,26.31,2023-04-02,Buyer_7211
C8212,19.3,2023-04-29,Buyer_7212
C8213,25.78,2022-05-30,Buyer_7213
C8214,34.67,2023-08-01,Buyer_7214
C8215,17.15,2023-02-14,Buyer_7215
C8216,26.24,2023-10-26,Buyer_7216
C8217,20.4,2023-06-21,Buyer_7217
C8218,40.95,2023-08-23,Buyer_7218
C8219,9.11,2023-05-15,Buyer_7219
C8220,16.91,2023-12-04,Buyer_7220
C8221,46.8,2023-04-11,Buyer_7221
C8222,20.18,2023-07-22,Buyer_7222
C8223,8.75,2023-09-17,Buyer_7223
C8224,45.93,2022-11-29,Buyer_7224
C8225,31.76,2023-10-29,Buyer_7225
C8226,23.34,2022-11-08,Buyer_7226
C8227,12.18,2023-10-05,Buyer_7227
C8228,40.23,2022-05-28,Buyer_7228
C8229,6.56,2022-03-17,Buyer_7229
C8230,41.13,2023-04-16,Buyer_7230
C8231,18.87,2023-10-08,Buyer_7231
C8232,24.33,2023-03-24,Buyer_7232
C8233,27.09,2023-07-25,Buyer_7233
C8234,4.81,2023-02-10,Buyer_7234
C8235,31.15,2023-03-19,Buyer_7235
C8236,36.76,2022-09-21,Buyer_7236
C8237,41.38,2023-02-21,Buyer_7237
C8238,26.31,2023-12-13,Buyer_7238
C8239,40.54,2022-12-19,Buyer_7239
C8240,21.28,2023-08-15,Buyer_7240
C8241,24.93,2022-11-16,Buyer_7241
C8242,9.56,2023-06-21,Buyer_7242
C8243,42.5,2022-10-11,Buyer_7243
C8244,36.76,2022-07-31,Buyer_7244
C8245,30.58,2023-01-28,Buyer_7245
C8246,45.57,2023-12-19,Buyer_7246
C8247,2.96,2022-07-11,Buyer_7247
C8248,48.91,2023-01-03,Buyer_7248
C8249,28.15,2022-02-16,Buyer_7249
C8250,7.64,2022-03-11,Buyer_7250
C8251,44.43,2022-06-30,Buyer_7251
C8252,15.45,2022-11-08,Buyer_7252
C8253,33.57,2023-12-15,Buyer_7253
C8254,41.86,2022-01-20,Buyer_7254
C8255,33.27,2022-11-25,Buyer_7255
C8256,17.64,2023-03-23,Buyer_7256
C8257,27.52,2023-12-28,Buyer_7257
C8258,4.11,2023-01-27,Buyer_7258
C8259,42.43,2023-04-25,Buyer_7259
C8260,24.18,2022-02-17,Buyer_7260
C8261,25.8,2023-06-19,Buyer_7261
C8262,21.97,2023-06-27,Buyer_7262
C8263,27.87,2023-12-18,Buyer_7263
C8264,35,2022-01-09,Buyer_7264
C8265,46.48,2022-02-24,Buyer_7265
C8266,30.74,2023-11-28,Buyer_7266
C8267,6.24,2022-09-09,Buyer_7267
C8268,40.38,2022-09-25,Buyer_7268
C8269,28.31,2022-03-07,Buyer_7269
C8270,11.91,2023-01-28,Buyer_7270
C8271,18.85,2023-12-12,Buyer_7271
C8272,18.88,2022-09-19,Buyer_7272
C8273,31.69,2023-05-11,Buyer_7273
C8274,22.09,2023-10-12,Buyer_7274
C8275,10.97,2023-08-26,Buyer_7275
C8276,19.15,2022-06-16,Buyer_7276
C8277,14.54,2023-05-02,Buyer_7277
C8278,9.07,2022-12-02,Buyer_7278
C8279,4.51,2023-12-21,Buyer_7279
C8280,40.84,2022-11-24,Buyer_7280
C8281,30.24,2023-08-30,Buyer_7281
C8282,34.62,2023-03-08,Buyer_7282
C8283,49.99,2023-09-07,Buyer_7283
C8284,46.25,2023-10-21,Buyer_7284
C8285,26.69,2023-08-23,Buyer_7285
C8286,7.29,2023-03-13,Buyer_7286
C8287,33.64,2023-10-19,Buyer_7287
C8288,15.52,2022-07-21,Buyer_7288
C8289,3.36,2022-06-18,Buyer_7289
C8290,14.77,2022-10-10,Buyer_7290
C8291,5.59,2023-02-05,Buyer_7291
C8292,27.45,2022-10-01,Buyer_7292
C8293,12.11,2023-04-20,Buyer_7293
C8294,42.65,2023-09-05,Buyer_7294
C8295,13.05,2023-08-02,Buyer_7295
C8296,38.5,2023-05-19,Buyer_7296
C8297,20.08,2022-04-22,Buyer_7297
C8298,27.34,2023-12-05,Buyer_7298
C8299,24.35,2022-06-13,Buyer_7299
C8300,20.93,2022-05-22,Buyer_7300
C8301,33.51,2023-12-02,Buyer_7301
C8302,14.09,2023-06-25,Buyer_7302
C8303,6.17,2022-10-06,Buyer_7303
C8304,43.15,2023-09-17,Buyer_7304
C8305,4.76,2022-05-11,Buyer_7305
C8306,37.51,2022-06-22,Buyer_7306
C8307,11.17,2023-07-12,Buyer_7307
C8308,30.02,2023-02-06,Buyer_7308
C8309,28.4,2023-06-15,Buyer_7309
C8310,44.93,2023-01-22,Buyer_7310
C8311,7.38,2022-08-27,Buyer_7311
C8312,2.44,2023-02-24,Buyer_7312
C8313,12.38,2022-11-20,Buyer_7313
C8314,29.38,2023-12-01,Buyer_7314
C8315,23.61,2022-03-26,Buyer_7315
C8316,2.75,2022-02-28,Buyer_7316
C8317,9.57,2022-12-03,Buyer_7317
C8318,48.06,2023-11-06,Buyer_7318
C8319,21.73,2023-05-18,Buyer_7319
C8320,30.72,2022-04-11,Buyer_7320
C8321,46.54,2022-03-15,Buyer_7321
C8322,25.57,2022-09-08,Buyer_7322
C8323,38.42,2023-12-21,Buyer_7323
C8324,28.85,2023-03-01,Buyer_7324
C8325,8.88,2023-03-11,Buyer_7325
C8326,30.83,2023-07-01,Buyer_7326
C8327,23.35,2023-01-10,Buyer_7327
C8328,39.35,2023-11-26,Buyer_7328
C8329,30.44,2022-05-28,Buyer_7329
C8330,39.04,2022-10-23,Buyer_7330
C8331,25.36,2022-04-17,Buyer_7331
C8332,21.7,2022-01-24,Buyer_7332
C8333,38.82,2022-02-06,Buyer_7333
C8334,45.7,2022-12-28,Buyer_7334
C8335,23.66,2022-09-07,Buyer_7335
C8336,27.18,2022-03-15,Buyer_7336
C8337,15.19,2023-08-13,Buyer_7337
C8338,11.1,2022-03-17,Buyer_7338
C8339,15.09,2023-08-30,Buyer_7339
C8340,41.11,2023-07-13,Buyer_7340
C8341,11.52,2022-01-23,Buyer_7341
C8342,8.47,2022-10-30,Buyer_7342
C8343,19.92,2022-04-06,Buyer_7343
C8344,10.73,2022-06-22,Buyer_7344
C8345,40.03,2023-01-31,Buyer_7345
C8346,17.52,2022-11-10,Buyer_7346
C8347,22.27,2023-09-04,Buyer_7347
C8348,36.2,2022-02-05,Buyer_7348
C8349,4.85,2023-03-31,Buyer_7349
C8350,28.58,2023-05-11,Buyer_7350
C8351,27.16,2022-05-31,Buyer_7351
C8352,17.64,2022-01-08,Buyer_7352
C8353,44.09,2022-03-29,Buyer_7353
C8354,32.43,2022-07-26,Buyer_7354
C8355,25.51,2022-11-18,Buyer_7355
C8356,4.7,2022-07-29,Buyer_7356
C8357,27.66,2022-07-01,Buyer_7357
C8358,32.47,2023-12-30,Buyer_7358
C8359,21.01,2023-07-27,Buyer_7359
C8360,19.9,2022-08-04,Buyer_7360
C8361,22.26,2023-08-01,Buyer_7361
C8362,26.8,2022-08-01,Buyer_7362
C8363,26.92,2022-07-05,Buyer_7363
C8364,15.06,2022-04-17,Buyer_7364
C8365,41.34,2023-09-01,Buyer_7365
C8366,36.34,2023-01-21,Buyer_7366
C8367,38.47,2023-09-01,Buyer_7367
C8368,4.19,2023-04-13,Buyer_7368
C8369,38.33,2022-08-10,Buyer_7369
C8370,9.19,2022-05-02,Buyer_7370
C8371,22.82,2023-01-27,Buyer_7371
C8372,29.15,2023-08-25,Buyer_7372
C8373,20.7,2022-02-27,Buyer_7373
C8374,38.27,2022-02-24,Buyer_7374
C8375,13.02,2023-02-10,Buyer_7375
C8376,9.49,2023-05-27,Buyer_7376
C8377,46.17,2022-02-06,Buyer_7377
C8378,26.01,2022-03-19,Buyer_7378
C8379,25.71,2022-04-12,Buyer_7379
C8380,38.49,2023-12-22,Buyer_7380
C8381,40.71,2022-11-24,Buyer_7381
C8382,25.59,2022-03-29,Buyer_7382
C8383,19.57,2022-07-07,Buyer_7383
C8384,45.31,2022-09-22,Buyer_7384
C8385,47.06,2022-04-22,Buyer_7385
C8386,18.97,2023-12-24,Buyer_7386
C8387,14.77,2022-09-13,Buyer_7387
C8388,21.16,2022-09-03,Buyer_7388
C8389,38.14,2022-07-21,Buyer_7389
C8390,44.19,2022-05-02,Buyer_7390
C8391,2.68,2023-05-04,Buyer_7391
C8392,46.26,2023-09-25,Buyer_7392
C8393,17.64,2022-11-21,Buyer_7393
C8394,11.08,2022-12-19,Buyer_7394
C8395,25.78,2022-09-14,Buyer_7395
C8396,15.77,2023-07-25,Buyer_7396
C8397,11.21,2023-02-05,Buyer_7397
C8398,34.81,2022-02-04,Buyer_7398
C8399,41.49,2022-09-29,Buyer_7399
C8400,39.92,2023-12-06,Buyer_7400
C8401,27.89,2023-03-29,Buyer_7401
C8402,40.19,2023-10-19,Buyer_7402
C8403,37.82,2022-10-04,Buyer_7403
C8404,9.41,2022-02-28,Buyer_7404
C8405,16.7,2022-06-27,Buyer_7405
C8406,26.51,2022-11-29,Buyer_7406
C8407,21,2022-02-02,Buyer_7407
C8408,9.01,2023-02-07,Buyer_7408
C8409,20.26,2022-05-12,Buyer_7409
C8410,40.05,2023-08-09,Buyer_7410
C8411,3.1,2022-04-15,Buyer_7411
C8412,7.06,2022-12-15,Buyer_7412
C8413,24.54,2023-08-12,Buyer_7413
C8414,31.6,2023-08-19,Buyer_7414
C8415,6.87,2023-04-17,Buyer_7415
C8416,25.35,2022-04-05,Buyer_7416
C8417,33.58,2022-01-18,Buyer_7417
C8418,31.03,2022-08-31,Buyer_7418
C8419,37.18,2022-02-12,Buyer_7419
C8420,16.84,2022-09-22,Buyer_7420
C8421,22.91,2023-08-26,Buyer_7421
C8422,26.45,2023-12-12,Buyer_7422
C8423,22.39,2022-05-15,Buyer_7423
C8424,33.49,2023-01-22,Buyer_7424
C8425,17.75,2022-09-18,Buyer_7425
C8426,42.42,2022-09-11,Buyer_7426
C8427,26.14,2023-06-17,Buyer_7427
C8428,23.45,2023-09-28,Buyer_7428
C8429,25.5,2022-05-08,Buyer_7429
C8430,24.93,2023-08-28,Buyer_7430
C8431,28.68,2023-07-26,Buyer_7431
C8432,30.12,2023-05-04,Buyer_7432
C8433,20.65,2022-09-30,Buyer_7433
C8434,3.13,2023-07-27,Buyer_7434
C8435,22.47,2023-12-07,Buyer_7435
C8436,40.75,2023-01-10,Buyer_7436
C8437,47.78,2022-11-04,Buyer_7437
C8438,41.72,2022-09-10,Buyer_7438
C8439,6.64,2022-01-09,Buyer_7439
C8440,31.88,2022-09-08,Buyer_7440
C8441,18.19,2022-11-15,Buyer_7441
C8442,22.15,2023-03-22,Buyer_7442
C8443,31.32,2022-07-29,Buyer_7443
C8444,20.84,2022-12-24,Buyer_7444
C8445,46.94,2022-05-05,Buyer_7445
C8446,26.43,2022-12-04,Buyer_7446
C8447,32.12,2023-06-09,Buyer_7447
C8448,49.42,2022-11-22,Buyer_7448
C8449,15.55,2022-01-30,Buyer_7449
C8450,36.78,2022-03-25,Buyer_7450
C8451,21.31,2022-10-07,Buyer_7451
C8452,27.21,2023-11-11,Buyer_7452
C8453,11.58,2022-08-26,Buyer_7453
C8454,10.62,2022-05-19,Buyer_7454
C8455,27.56,2022-10-25,Buyer_7455
C8456,13.28,2022-08-02,Buyer_7456
C8457,23.73,2022-02-14,Buyer_7457
C8458,14.57,2023-04-16,Buyer_7458
C8459,13.02,2022-10-23,Buyer_7459
C8460,16.29,2023-05-09,Buyer_7460
C8461,31.44,2023-09-22,Buyer_7461
C8462,49.38,2023-06-28,Buyer_7462
C8463,41.93,2023-04-04,Buyer_7463
C8464,12.25,2022-05-17,Buyer_7464
C8465,46.2,2022-02-19,Buyer_7465
C8466,30.7,2022-07-23,Buyer_7466
C8467,25.54,2022-08-31,Buyer_7467
C8468,40.58,2023-07-27,Buyer_7468
C8469,20.88,2022-06-29,Buyer_7469
C8470,25.12,2023-10-14,Buyer_7470
C8471,6.98,2022-12-13,Buyer_7471
C8472,36.58,2022-01-12,Buyer_7472
C8473,33.73,2023-01-24,Buyer_7473
C8474,33.5,2023-06-01,Buyer_7474
C8475,40.83,2023-12-15,Buyer_7475
C8476,24.12,2023-05-13,Buyer_7476
C8477,12.52,2022-03-30,Buyer_7477
C8478,13.38,2023-05-08,Buyer_7478
C8479,37.19,2023-06-07,Buyer_7479
C8480,45.59,2022-05-29,Buyer_7480
C8481,49.74,2023-12-25,Buyer_7481
C8482,32.06,2023-09-08,Buyer_7482
C8483,23.96,2023-01-31,Buyer_7483
C8484,45.25,2022-09-13,Buyer_7484
C8485,14.53,2022-08-10,Buyer_7485
C8486,42.49,2023-03-19,Buyer_7486
C8487,5.7,2022-05-20,Buyer_7487
C8488,14.77,2023-05-20,Buyer_7488
C8489,10.21,2023-02-22,Buyer_7489
C8490,21.87,2022-06-27,Buyer_7490
C8491,25.61,2022-01-09,Buyer_7491
C8492,47.1,2023-04-06,Buyer_7492
C8493,38.33,2023-04-22,Buyer_7493
C8494,45.12,2023-06-02,Buyer_7494
C8495,28.68,2023-01-17,Buyer_7495
C8496,6.18,2022-01-29,Buyer_7496
C8497,7.97,2023-06-03,Buyer_7497
C8498,14.59,2022-07-19,Buyer_7498
C8499,33.77,2022-01-12,Buyer_7499
C8500,29.32,2022-03-08,Buyer_7500
C8501,28.52,2022-03-18,Buyer_7501
C8502,27.62,2023-05-11,Buyer_7502
C8503,29.15,2022-06-01,Buyer_7503
C8504,44.41,2023-03-20,Buyer_7504
C8505,42.07,2023-10-11,Buyer_7505
C8506,33.06,2023-04-13,Buyer_7506
C8507,32.62,2022-11-26,Buyer_7507
C8508,41.27,2023-08-14,Buyer_7508
C8509,6.85,2023-10-16,Buyer_7509
C8510,43.99,2023-07-31,Buyer_7510
C8511,28.45,2022-09-16,Buyer_7511
C8512,15.32,2022-04-08,Buyer_7512
C8513,14.93,2022-04-07,Buyer_7513
C8514,31.09,2022-08-20,Buyer_7514
C8515,6.64,2022-03-23,Buyer_7515
C8516,3.53,2022-08-24,Buyer_7516
C8517,6.2,2022-07-28,Buyer_7517
C8518,40.79,2022-10-11,Buyer_7518
C8519,28.5,2023-02-02,Buyer_7519
C8520,15.31,2023-01-05,Buyer_7520
C8521,34.46,2023-02-14,Buyer_7521
C8522,8.96,2022-01-13,Buyer_7522
C8523,7.61,2022-10-28,Buyer_7523
C8524,8.01,2023-05-25,Buyer_7524
C8525,41.2,2023-10-22,Buyer_7525
C8526,4.51,2023-06-06,Buyer_7526
C8527,17.49,2022-08-29,Buyer_7527
C8528,38.97,2023-01-22,Buyer_7528
C8529,31.65,2022-10-03,Buyer_7529
C8530,12.8,2023-11-24,Buyer_7530
C8531,35.22,2023-05-31,Buyer_7531
C8532,32.64,2022-06-18,Buyer_7532
C8533,39.35,2023-10-10,Buyer_7533
C8534,22.36,2022-11-17,Buyer_7534
C8535,31.16,2023-09-04,Buyer_7535
C8536,18.99,2022-04-26,Buyer_7536
C8537,24.35,2022-12-29,Buyer_7537
C8538,28.79,2023-05-07,Buyer_7538
C8539,23.3,2022-05-07,Buyer_7539
C8540,49.03,2022-08-08,Buyer_7540
C8541,15.43,2023-08-26,Buyer_7541
C8542,24.85,2022-01-24,Buyer_7542
C8543,18.55,2023-09-19,Buyer_7543
C8544,25.19,2023-09-11,Buyer_7544
C8545,9.16,2022-02-28,Buyer_7545
C8546,41.69,2023-03-23,Buyer_7546
C8547,48.85,2023-06-19,Buyer_7547
C8548,17.34,2023-08-22,Buyer_7548
C8549,16.79,2022-12-02,Buyer_7549
C8550,19.73,2022-05-24,Buyer_7550
C8551,49.26,2023-04-24,Buyer_7551
C8552,16.66,2022-07-23,Buyer_7552
C8553,6.68,2023-06-17,Buyer_7553
C8554,7.44,2022-10-28,Buyer_7554
C8555,36.65,2022-05-05,Buyer_7555
C8556,29.65,2022-11-24,Buyer_7556
C8557,24.2,2022-12-17,Buyer_7557
C8558,2.35,2022-02-27,Buyer_7558
C8559,41.77,2022-12-22,Buyer_7559
C8560,21.96,2022-12-28,Buyer_7560
C8561,22.93,2022-05-12,Buyer_7561
C8562,35.72,2023-11-25,Buyer_7562
C8563,24.44,2022-08-26,Buyer_7563
C8564,10.51,2023-06-24,Buyer_7564
C8565,19.69,2023-02-09,Buyer_7565
C8566,16.86,2023-06-12,Buyer_7566
C8567,31.47,2023-11-01,Buyer_7567
C8568,49.16,2022-12-24,Buyer_7568
C8569,21.57,2023-07-29,Buyer_7569
C8570,2.42,2022-02-23,Buyer_7570
C8571,3.02,2023-06-25,Buyer_7571
C8572,20.18,2022-10-20,Buyer_7572
C8573,24.19,2022-03-10,Buyer_7573
C8574,10.39,2022-11-21,Buyer_7574
C8575,45.85,2023-01-06,Buyer_7575
C8576,12.41,2023-09-24,Buyer_7576
C8577,4.97,2023-03-10,Buyer_7577
C8578,48.44,2022-04-14,Buyer_7578
C8579,30.51,2022-05-07,Buyer_7579
C8580,29.93,2022-10-13,Buyer_7580
C8581,16.72,2022-07-26,Buyer_7581
C8582,8.7,2023-10-27,Buyer_7582
C8583,39.84,2022-10-15,Buyer_7583
C8584,10.73,2022-04-21,Buyer_7584
C8585,11.42,2022-03-31,Buyer_7585
C8586,25.3,2023-02-26,Buyer_7586
C8587,11.29,2023-03-12,Buyer_7587
C8588,34.5,2022-09-15,Buyer_7588
C8589,22.58,2023-05-22,Buyer_7589
C8590,34.35,2022-05-16,Buyer_7590
C8591,31.42,2023-02-24,Buyer_7591
