Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Color,Owner_Type,Mileage_kmpl,Price_Lakh
C9386,Maruti,Swift,2014,Hybrid,Manual,Blue,Third,12.79,8.65
C9387,Mahindra,Swift,2022,Electric,Manual,Blue,Third,17.08,47.49
C9388,Kia,Seltos,2008,Petrol,Automatic,Grey,Fourth,13.6,41.1
C9389,Toyota,Swift,2013,Electric,Manual,Yellow,Second,20.94,21.89
C9390,Ford,XUV500,2021,CNG,Automatic,Green,First,18.15,41.48
C9391,Volkswagen,Polo,2024,Hybrid,Automatic,White,Third,22.88,18.87
C9392,Renault,Seltos,2009,CNG,Manual,Blue,Third,20.84,23.69
C9393,Ford,Polo,2008,Electric,Manual,Blue,Fourth,19.12,7.82
C9394,Hyundai,Swift,2018,Hybrid,Automatic,Red,Fourth,13.28,47.98
C9395,Honda,Duster,2012,Hybrid,Manual,Yellow,Third,15.21,16.46
C9396,Honda,Swift,2023,Hybrid,Manual,Black,Second,15.07,16.42
C9397,Tata,Ecosport,2009,Hybrid,Manual,Blue,Third,10.76,35.38
C9398,Kia,Swift,2018,Hybrid,Automatic,Grey,First,24.9,31.96
C9399,Mahindra,Seltos,2010,Electric,Manual,Black,First,19.77,27.99
C9400,Ford,Polo,2011,Electric,Automatic,Grey,Fourth,23.74,34.9
C9401,Tata,Ecosport,2019,Electric,Manual,White,First,24.55,45.22
C9402,Tata,Seltos,2020,Electric,Automatic,White,Third,11.46,43.88
C9403,Toyota,XUV500,2023,Electric,Manual,Blue,Fourth,20.15,15.04
C9404,Maruti,Seltos,2010,Diesel,Manual,Green,Third,17.55,17.98
C9405,Renault,Duster,2012,Electric,Manual,Red,Fourth,20.9,18.47
C9406,Mahindra,Swift,2021,Hybrid,Manual,Red,First,19.14,21.52
C9407,Hyundai,Innova,2022,CNG,Automatic,Blue,Fourth,16.56,32.38
C9408,Mahindra,Duster,2023,Electric,Automatic,Yellow,Third,23.79,40.19
C9409,Honda,Nexon,2019,CNG,Automatic,Grey,Third,23.01,9.43
C9410,Renault,Nexon,2023,Hybrid,Manual,Yellow,Fourth,20.4,23.34
C9411,Volkswagen,Nexon,2015,Diesel,Manual,Red,First,21.06,19.33
C9412,Maruti,Ecosport,2007,Diesel,Manual,Yellow,Fourth,20.04,33.45
C9413,Volkswagen,Innova,2008,CNG,Automatic,White,First,11.94,33.24
C9414,Mahindra,XUV500,2010,Diesel,Manual,Red,Second,14.91,32.95
C9415,Mahindra,Nexon,2017,Electric,Manual,Yellow,First,24.93,13.3
C9416,Maruti,Creta,2013,Electric,Manual,Black,Second,11.77,12.18
C9417,Volkswagen,Seltos,2014,Petrol,Automatic,Blue,Second,11.4,33.2
C9418,Maruti,City,2013,Petrol,Automatic,Yellow,First,17.07,42.87
C9419,Ford,Nexon,2014,Diesel,Manual,Black,Second,11.65,19.69
C9420,Honda,Swift,2008,CNG,Automatic,Silver,Third,16.17,20.26
C9421,Tata,Creta,2006,Diesel,Automatic,Silver,Fourth,16.98,37.64
C9422,Mahindra,Swift,2012,Diesel,Automatic,Yellow,Third,12.09,37.98
C9423,Hyundai,Nexon,2018,CNG,Automatic,Black,Third,23.47,39.95
C9424,Toyota,Innova,2018,Electric,Manual,Red,Second,13.55,15.03
C9425,Renault,Ecosport,2010,Electric,Automatic,Yellow,Second,22.33,15.11
C9426,Maruti,City,2024,Diesel,Automatic,Yellow,First,18.36,13.38
C9427,Maruti,Creta,2011,Diesel,Manual,Grey,Fourth,23.16,18.73
C9428,Mahindra,Seltos,2013,Diesel,Automatic,Blue,Fourth,12.18,19.89
C9429,Renault,Duster,2009,Petrol,Automatic,Black,Third,13.11,27.92
C9430,Toyota,Ecosport,2017,Petrol,Manual,Grey,Third,10.72,36.75
C9431,Renault,Swift,2023,Petrol,Manual,Red,First,24.54,10.74
C9432,Kia,City,2014,Diesel,Manual,Black,Fourth,20.54,29.74
C9433,Toyota,City,2016,Diesel,Automatic,Yellow,Fourth,24.66,49.2
C9434,Maruti,Swift,2008,Diesel,Automatic,Green,Third,12.64,18.91
C9435,Mahindra,Nexon,2018,CNG,Automatic,Silver,First,22.17,48.01
C9436,Volkswagen,XUV500,2020,Diesel,Automatic,Black,First,14.2,31.18
C9437,Ford,City,2012,CNG,Manual,Silver,Third,12.24,33.18
C9438,Honda,Duster,2009,Diesel,Manual,Yellow,First,21.8,16.06
C9439,Toyota,Duster,2021,Petrol,Automatic,Black,First,13.3,4.45
C9440,Ford,City,2018,CNG,Automatic,Yellow,Fourth,16.69,4.53
C9441,Tata,Ecosport,2015,Petrol,Automatic,Black,Second,24.29,19.48
C9442,Honda,Innova,2018,Hybrid,Manual,Black,Fourth,11.69,11.37
C9443,Toyota,Seltos,2023,Hybrid,Manual,Blue,Second,12.57,24.24
C9444,Kia,Ecosport,2006,Hybrid,Automatic,White,First,17.65,3.11
C9445,Tata,XUV500,2020,Electric,Manual,White,Third,21.39,35.36
C9446,Mahindra,City,2008,Hybrid,Manual,Silver,Second,11.78,43.84
C9447,Tata,Seltos,2013,Diesel,Manual,Grey,Fourth,21,8.09
C9448,Tata,Nexon,2008,Petrol,Automatic,Red,Second,12.27,12.57
C9449,Kia,Seltos,2011,CNG,Manual,Blue,First,12.03,20.5
C9450,Ford,Polo,2018,Hybrid,Manual,Red,First,10.76,12.38
C9451,Volkswagen,XUV500,2024,Petrol,Manual,Blue,Second,15.48,22.33
C9452,Toyota,Ecosport,2010,Diesel,Automatic,Green,Third,21.37,36.5
C9453,Kia,Nexon,2007,CNG,Automatic,Grey,Third,18.55,29.71
C9454,Honda,Ecosport,2005,Electric,Manual,Red,Second,18.68,22.19
C9455,Volkswagen,Duster,2013,CNG,Automatic,Green,Third,18.57,13.1
C9456,Hyundai,Creta,2020,Diesel,Automatic,Black,First,21.59,24.36
C9457,Hyundai,Polo,2018,CNG,Manual,Green,Second,13.11,43.87
C9458,Volkswagen,Seltos,2011,CNG,Automatic,Grey,Second,15.18,21.84
C9459,Mahindra,Duster,2021,CNG,Manual,Black,Third,21.04,38.01
C9460,Tata,Duster,2021,Petrol,Manual,Blue,Second,24.22,27.52
C9461,Maruti,Duster,2016,Diesel,Manual,Silver,Fourth,12.4,49.29
C9462,Volkswagen,Duster,2016,Petrol,Manual,Silver,First,24.6,30.43
C9463,Renault,Creta,2007,CNG,Manual,Red,Second,13.38,43.2
C9464,Mahindra,Nexon,2009,Petrol,Manual,White,Fourth,18.4,26.68
C9465,Honda,City,2006,Diesel,Manual,Yellow,Fourth,17.02,6.09
C9466,Volkswagen,City,2020,Petrol,Automatic,Red,Second,12.24,25.11
C9467,Ford,Duster,2019,CNG,Automatic,Blue,Second,13.53,27.71
C9468,Honda,Polo,2020,CNG,Automatic,Red,Third,12.3,5.01
C9469,Renault,Creta,2020,Petrol,Automatic,Black,Second,10.1,34.95
C9470,Hyundai,Creta,2014,Hybrid,Automatic,Yellow,Third,21.1,34.12
C9471,Tata,Seltos,2018,Petrol,Manual,White,First,22.35,13.33
C9472,Hyundai,XUV500,2019,Hybrid,Automatic,White,First,15.99,43.24
C9473,Toyota,Seltos,2024,Hybrid,Automatic,Yellow,Fourth,11.72,36.64
C9474,Toyota,Ecosport,2016,CNG,Automatic,White,Fourth,13.61,21.01
C9475,Mahindra,XUV500,2016,Diesel,Manual,Green,Third,13.06,9.74
C9476,Hyundai,Creta,2024,Electric,Automatic,White,Third,13.98,45.62
C9477,Mahindra,Innova,2017,Diesel,Manual,Grey,Second,24.55,18.65
C9478,Tata,Nexon,2015,Petrol,Automatic,Grey,First,13.55,46.61
C9479,Kia,City,2023,Petrol,Manual,Black,First,23.03,10.12
C9480,Kia,Duster,2017,Electric,Manual,Black,First,10.08,22.42
C9481,Tata,Duster,2012,Diesel,Automatic,Silver,Third,11.27,34.21
C9482,Mahindra,Seltos,2018,CNG,Manual,Black,Second,16.84,22.83
C9483,Hyundai,Nexon,2019,Diesel,Manual,Blue,Fourth,20.53,4.12
C9484,Tata,Nexon,2020,Diesel,Automatic,Blue,First,17.48,18.15
C9485,Renault,Innova,2021,Diesel,Automatic,Black,Third,10.43,19.26
C9486,Hyundai,City,2019,CNG,Manual,Green,First,20.4,35.9
C9487,Hyundai,XUV500,2013,Diesel,Manual,Grey,Second,11.59,29.82
C9488,Kia,Swift,2013,Diesel,Manual,Green,First,11.61,38.63
C9489,Tata,Duster,2019,Electric,Automatic,Silver,First,19,25.53
C9490,Hyundai,Seltos,2009,Electric,Automatic,Red,Third,16.19,36.61
C9491,Volkswagen,Seltos,2024,Electric,Automatic,Black,First,15.5,17.36
C9492,Honda,Polo,2021,Hybrid,Manual,Green,First,13.07,9.64
C9493,Kia,Creta,2024,Petrol,Automatic,Green,Third,24.34,21.96
C9494,Honda,Seltos,2013,Hybrid,Manual,Grey,Fourth,12.43,20.21
C9495,Mahindra,Polo,2005,Petrol,Automatic,Green,Third,11.75,49.74
C9496,Toyota,Swift,2006,Electric,Automatic,Green,First,20.16,18.5
C9497,Toyota,Nexon,2024,Hybrid,Manual,Blue,Second,23.93,27.56
C9498,Honda,Innova,2017,Electric,Automatic,Grey,First,19.14,35.88
C9499,Tata,Swift,2014,Electric,Automatic,Red,Fourth,15.65,37.44
C9500,Toyota,Innova,2009,CNG,Automatic,Green,First,11,16.1
C9501,Kia,Duster,2007,Hybrid,Manual,Yellow,First,24.8,32.92
C9502,Renault,City,2010,Diesel,Manual,Grey,Third,11.93,17.35
C9503,Ford,Duster,2019,CNG,Manual,Red,Third,20.99,35.52
C9504,Kia,Swift,2017,CNG,Automatic,Grey,Second,12.96,4.88
C9505,Maruti,Seltos,2022,CNG,Automatic,Red,First,23.74,34.96
C9506,Kia,Duster,2021,Diesel,Automatic,Silver,Fourth,18.81,23.69
C9507,Kia,Swift,2014,CNG,Automatic,Grey,Second,18.67,21.37
C9508,Toyota,Innova,2024,CNG,Automatic,Green,Fourth,18.03,42.27
C9509,Tata,Duster,2011,Electric,Manual,Green,Third,22.15,17.81
C9510,Toyota,Ecosport,2017,Petrol,Automatic,Grey,First,17.4,29.04
C9511,Renault,Seltos,2024,Diesel,Manual,Black,Fourth,11.45,37.6
C9512,Hyundai,Seltos,2023,Petrol,Manual,Grey,Second,12.28,26.16
C9513,Tata,Swift,2015,CNG,Manual,Black,Fourth,14.61,28.06
C9514,Honda,Ecosport,2008,CNG,Manual,Black,Second,23.18,44.13
C9515,Honda,City,2023,Electric,Manual,Red,First,14.2,4.76
C9516,Maruti,Creta,2020,Diesel,Manual,White,First,12.11,8.89
C9517,Ford,Innova,2021,Electric,Automatic,Silver,Fourth,17.06,29.49
C9518,Tata,Seltos,2009,Electric,Automatic,Red,Third,13.38,49.03
C9519,Renault,Polo,2012,Diesel,Automatic,Silver,First,13.85,48.91
C9520,Hyundai,Swift,2017,CNG,Manual,Green,Fourth,16.03,10.37
C9521,Renault,City,2015,Hybrid,Manual,Red,Third,23.23,40.59
C9522,Renault,City,2006,Diesel,Automatic,Silver,Third,20.77,33.87
C9523,Mahindra,Swift,2019,Diesel,Manual,White,Third,16.86,10.14
C9524,Toyota,Innova,2020,CNG,Manual,Black,First,21.63,42.99
C9525,Kia,Swift,2018,Hybrid,Manual,Blue,First,22.87,37.2
C9526,Maruti,Swift,2021,Diesel,Manual,Green,Second,12.56,29.47
C9527,Hyundai,XUV500,2012,Electric,Automatic,Blue,Fourth,15.67,25.72
C9528,Ford,XUV500,2023,Petrol,Manual,Green,First,10.1,26.4
C9529,Volkswagen,Nexon,2006,Hybrid,Automatic,White,Second,12.74,14.46
C9530,Maruti,Ecosport,2020,Diesel,Automatic,Grey,Second,15.85,42.41
C9531,Ford,Ecosport,2021,Hybrid,Manual,Yellow,Fourth,13.82,35.14
C9532,Maruti,Ecosport,2015,Petrol,Automatic,Blue,Second,17.35,35.24
C9533,Maruti,Duster,2018,Hybrid,Manual,Blue,Second,17.75,25.61
C9534,Maruti,Duster,2016,Hybrid,Manual,White,Second,10.84,42.01
C9535,Toyota,City,2007,Petrol,Manual,White,First,17.79,19.49
C9536,Tata,Creta,2015,CNG,Automatic,Black,Third,16.52,37.14
C9537,Kia,Innova,2016,CNG,Manual,Grey,Second,13.79,48.3
C9538,Mahindra,Duster,2010,Diesel,Automatic,Green,Fourth,17.9,11.9
C9539,Maruti,Ecosport,2018,Petrol,Automatic,Blue,Third,13.99,15.12
C9540,Volkswagen,Creta,2014,Hybrid,Automatic,Yellow,Second,11.55,14.14
C9541,Hyundai,Ecosport,2023,Petrol,Automatic,Silver,Fourth,12.71,15.34
C9542,Renault,XUV500,2024,CNG,Manual,Red,Third,15.33,37.32
C9543,Hyundai,Swift,2006,Electric,Automatic,Silver,First,14.86,19.16
C9544,Kia,Swift,2010,Hybrid,Automatic,Silver,Fourth,24.81,18.95
C9545,Hyundai,City,2011,Diesel,Manual,Black,Third,22.85,45.17
C9546,Tata,Nexon,2016,Diesel,Automatic,Red,Second,11.21,27.12
C9547,Honda,Nexon,2021,CNG,Manual,Silver,Second,20.24,6.91
C9548,Toyota,XUV500,2007,Electric,Manual,Green,First,22.88,5.31
C9549,Honda,Creta,2023,Electric,Automatic,Yellow,Fourth,19.93,18.61
C9550,Renault,Innova,2014,Petrol,Automatic,Grey,Second,18.19,29.52
C9551,Renault,Polo,2008,Diesel,Manual,Grey,Third,24.71,13.81
C9552,Volkswagen,Creta,2020,CNG,Automatic,White,Second,18.17,47.94
C9553,Kia,XUV500,2010,Diesel,Automatic,Grey,First,22.76,21.58
C9554,Volkswagen,Swift,2011,Diesel,Manual,Green,First,23.44,21.53
C9555,Mahindra,Ecosport,2009,Petrol,Manual,Grey,Fourth,24.43,42.16
C9556,Ford,Seltos,2020,Hybrid,Automatic,Red,Second,24.33,38.02
C9557,Tata,Ecosport,2019,Electric,Automatic,Yellow,Fourth,15.9,30.56
C9558,Honda,Innova,2018,Electric,Automatic,Silver,First,24.34,36.67
C9559,Maruti,Innova,2015,Petrol,Automatic,Blue,Second,11.32,6.79
C9560,Mahindra,Duster,2017,Electric,Manual,Grey,First,23.73,14.83
C9561,Hyundai,Duster,2006,Diesel,Manual,Blue,Second,24.59,39.92
C9562,Honda,Innova,2013,Diesel,Manual,Black,Fourth,13.23,4.8
C9563,Maruti,Ecosport,2016,Diesel,Automatic,White,Third,23.73,48.89
C9564,Mahindra,Duster,2015,Hybrid,Automatic,Red,Third,13.51,39.07
C9565,Hyundai,Polo,2019,Hybrid,Manual,Grey,Fourth,14.04,34.91
C9566,Ford,Duster,2009,CNG,Manual,Blue,Second,17.78,25.77
C9567,Hyundai,Duster,2008,Diesel,Manual,Silver,Second,19.82,20.75
C9568,Renault,Seltos,2008,Diesel,Automatic,Red,Fourth,19.66,36.39
C9569,Ford,Creta,2023,Petrol,Manual,Blue,Fourth,12.4,33.44
C9570,Maruti,Innova,2011,Electric,Automatic,Green,Fourth,17.03,35.89
C9571,Hyundai,XUV500,2018,Electric,Manual,Blue,Third,20.06,49.72
C9572,Toyota,Polo,2020,Diesel,Manual,White,Fourth,19.6,49.35
C9573,Hyundai,Ecosport,2016,CNG,Automatic,Grey,First,14.01,11.47
C9574,Maruti,Creta,2016,Electric,Manual,Yellow,First,14.12,46.35
C9575,Toyota,Seltos,2013,Petrol,Manual,White,Fourth,20.22,34.79
C9576,Tata,Innova,2008,Hybrid,Manual,Grey,Third,13.76,42.9
C9577,Volkswagen,Nexon,2008,Hybrid,Automatic,Green,Second,23.12,20.2
C9578,Honda,Polo,2020,Petrol,Manual,White,Second,14.24,13.87
C9579,Volkswagen,Creta,2010,Diesel,Automatic,White,First,17.37,39.94
C9580,Mahindra,Ecosport,2006,Electric,Automatic,Silver,Fourth,22.34,44.92
C9581,Renault,Innova,2006,Hybrid,Automatic,Grey,Second,11.03,36.17
C9582,Volkswagen,City,2024,Diesel,Manual,Yellow,Second,22.42,14.78
C9583,Mahindra,Polo,2007,Diesel,Automatic,Silver,Third,12.88,10.56
C9584,Tata,Creta,2021,Hybrid,Manual,Silver,Third,23.74,19.13
C9585,Volkswagen,Duster,2006,Electric,Automatic,Black,Second,24.91,24.11
C9586,Kia,Seltos,2017,Diesel,Manual,Red,First,18.6,20.98
C9587,Volkswagen,Swift,2022,Diesel,Automatic,Green,Third,14.33,33.66
C9588,Mahindra,XUV500,2006,Diesel,Manual,Silver,Third,21.79,19.18
C9589,Volkswagen,Creta,2016,Diesel,Manual,Silver,Second,17.72,7.61
C9590,Volkswagen,Nexon,2024,Electric,Manual,Silver,First,13.76,47.64
C9591,Tata,Innova,2021,Petrol,Manual,Red,Third,13.86,23.22
C9592,Hyundai,Swift,2008,Hybrid,Manual,White,Third,18.93,38.8
C9593,Hyundai,Seltos,2010,Hybrid,Manual,White,Third,20.46,30.73
C9594,Tata,Swift,2005,Hybrid,Automatic,Red,Third,22.21,12.87
C9595,Renault,Creta,2013,Petrol,Automatic,Grey,Second,10.71,13.18
C9596,Toyota,Innova,2014,Diesel,Manual,Green,Third,24.44,15.14
C9597,Tata,XUV500,2010,Hybrid,Automatic,Yellow,First,12.5,20.94
C9598,Maruti,Duster,2013,CNG,Automatic,Green,Second,14.32,7.69
C9599,Hyundai,Polo,2017,Hybrid,Automatic,Blue,First,24.51,38.6
C9600,Tata,Innova,2010,Diesel,Automatic,Silver,Second,24.16,10.4
C9601,Hyundai,Nexon,2022,Petrol,Manual,Blue,First,14.69,36.58
C9602,Honda,Creta,2023,Diesel,Automatic,Green,First,10.66,6.55
C9603,Tata,Creta,2017,Diesel,Automatic,Yellow,First,11.59,25.1
C9604,Maruti,Nexon,2013,Electric,Manual,Grey,Second,11.93,18.21
C9605,Maruti,Polo,2016,Petrol,Automatic,Silver,Fourth,24.21,8.98
C9606,Hyundai,Innova,2013,Hybrid,Automatic,Black,Third,14.05,9.42
C9607,Mahindra,Polo,2005,Hybrid,Automatic,Yellow,First,12.45,45.6
C9608,Ford,Seltos,2008,Diesel,Manual,Yellow,First,16.55,35.27
C9609,Volkswagen,Duster,2024,Hybrid,Automatic,Black,Second,16.21,38.4
C9610,Honda,Nexon,2024,Electric,Automatic,Black,Third,22.97,23.78
C9611,Maruti,City,2014,Hybrid,Manual,White,Third,22.52,46.39
C9612,Toyota,Polo,2023,Petrol,Manual,Grey,Fourth,14.56,19.43
C9613,Hyundai,City,2011,Diesel,Automatic,Blue,Second,18.36,33.62
C9614,Hyundai,Creta,2014,Hybrid,Manual,Silver,Second,20.17,37.62
C9615,Renault,Nexon,2007,Petrol,Manual,Red,Second,21.68,7.67
C9616,Hyundai,Seltos,2021,Electric,Manual,Blue,First,20.37,3.15
C9617,Maruti,Creta,2014,Petrol,Automatic,Green,Second,19.28,22.82
C9618,Honda,Seltos,2014,Petrol,Automatic,Black,Third,14.71,37.79
C9619,Maruti,City,2009,Hybrid,Automatic,Silver,Fourth,20.73,46
C9620,Kia,Polo,2010,Hybrid,Automatic,Black,Second,15.44,44.64
C9621,Hyundai,Seltos,2007,Hybrid,Automatic,White,Third,11.15,48.91
C9622,Ford,Creta,2017,Hybrid,Automatic,Black,Fourth,13.6,25.17
C9623,Renault,Swift,2005,Diesel,Automatic,Red,First,14.38,43.54
C9624,Kia,Creta,2005,Electric,Manual,Grey,First,18.71,30.97
C9625,Ford,Nexon,2005,Electric,Automatic,Grey,Second,24.18,11.77
C9626,Mahindra,XUV500,2008,Petrol,Automatic,Red,Second,22.91,19.22
C9627,Volkswagen,Seltos,2012,Electric,Manual,Red,Second,23.7,38.74
C9628,Volkswagen,Seltos,2011,Diesel,Automatic,Black,Third,24.81,41.73
C9629,Maruti,XUV500,2011,Hybrid,Automatic,White,First,10.67,35.18
C9630,Ford,City,2005,CNG,Automatic,Grey,First,14.13,41.47
C9631,Toyota,Polo,2018,Diesel,Automatic,Yellow,First,18.24,49.72
C9632,Renault,Innova,2019,CNG,Automatic,Grey,First,14.41,34.37
C9633,Renault,XUV500,2010,CNG,Automatic,Green,Second,14.29,48.42
C9634,Kia,Duster,2017,Diesel,Automatic,Black,Third,12.81,27.11
C9635,Ford,Ecosport,2019,Petrol,Manual,White,First,13.79,37.03
C9636,Kia,XUV500,2013,CNG,Automatic,Black,Third,17.14,42.79
C9637,Volkswagen,Innova,2023,Petrol,Manual,Green,Second,18.92,32.44
C9638,Volkswagen,XUV500,2017,Petrol,Manual,Grey,Second,12.04,15.28
C9639,Honda,Ecosport,2023,Hybrid,Automatic,Blue,Third,20.05,9.07
C9640,Toyota,Swift,2022,Hybrid,Manual,Grey,Fourth,13.87,13.87
C9641,Maruti,Creta,2006,Petrol,Automatic,Grey,Third,20.83,32.42
C9642,Hyundai,Innova,2010,Electric,Manual,Green,Second,22.04,38.35
C9643,Toyota,Ecosport,2007,Electric,Automatic,Red,First,15.5,28.23
C9644,Kia,Seltos,2024,Electric,Manual,White,First,12.07,37.54
C9645,Hyundai,Seltos,2021,Electric,Automatic,White,Fourth,21.44,18.69
C9646,Mahindra,Creta,2011,Hybrid,Automatic,Grey,Third,17.07,39.42
C9647,Mahindra,Seltos,2017,Electric,Automatic,Black,Fourth,13.75,19.73
C9648,Ford,Seltos,2022,Hybrid,Automatic,Black,Third,10.52,25.45
C9649,Tata,Creta,2009,Hybrid,Automatic,Silver,First,14.52,26.77
C9650,Maruti,Swift,2019,Petrol,Automatic,Green,Second,17.29,45.69
C9651,Ford,Swift,2017,Diesel,Automatic,Yellow,Second,24.14,35.25
C9652,Maruti,Innova,2013,Diesel,Manual,Blue,Third,11.11,41.2
C9653,Honda,Creta,2005,CNG,Manual,Grey,First,22.33,15
C9654,Tata,Duster,2010,CNG,Manual,Green,Second,12.7,21.58
C9655,Hyundai,Creta,2023,Diesel,Automatic,Green,Second,15.49,8.24
C9656,Hyundai,XUV500,2023,Diesel,Automatic,White,First,23.6,20.81
C9657,Maruti,Creta,2006,Diesel,Manual,White,Third,10.01,32.9
C9658,Toyota,Swift,2007,Petrol,Automatic,Green,Second,10.02,30.81
C9659,Maruti,Creta,2017,Diesel,Automatic,White,First,21.72,29.62
C9660,Hyundai,XUV500,2013,Petrol,Automatic,Black,First,18.01,23.78
C9661,Honda,XUV500,2010,Petrol,Automatic,Black,Second,17.13,48.55
C9662,Toyota,Nexon,2013,CNG,Automatic,Yellow,Second,10.97,47.48
C9663,Volkswagen,Innova,2018,Electric,Automatic,Black,Second,21.62,26.99
C9664,Volkswagen,Innova,2006,Hybrid,Manual,Green,Fourth,13.46,21.5
C9665,Maruti,Nexon,2010,CNG,Automatic,Green,First,20.07,34.99
C9666,Ford,Seltos,2008,Diesel,Automatic,Silver,Third,14.87,45.26
C9667,Hyundai,Duster,2018,Electric,Manual,Red,Fourth,12.52,31.84
C9668,Renault,Innova,2009,CNG,Automatic,Red,Second,19.17,42.77
C9669,Ford,Innova,2015,Hybrid,Automatic,Red,First,13.01,32.42
C9670,Hyundai,Creta,2021,Hybrid,Automatic,Blue,Fourth,20.03,15.76
C9671,Ford,Seltos,2010,Petrol,Manual,Blue,Fourth,14.67,37.13
C9672,Maruti,City,2009,Hybrid,Automatic,White,Third,12.79,19.34
C9673,Hyundai,Polo,2024,Electric,Automatic,Grey,First,11.76,47.37
C9674,Honda,Ecosport,2011,Electric,Automatic,Grey,Third,19.08,45.93
C9675,Honda,Polo,2009,Petrol,Manual,Green,First,12.18,30.1
C9676,Tata,Creta,2020,Diesel,Automatic,Black,Second,13.33,3.33
C9677,Tata,Swift,2012,Hybrid,Automatic,Red,First,18.62,49.23
C9678,Maruti,Nexon,2018,Electric,Manual,Silver,First,10.51,4.41
C9679,Kia,City,2009,Hybrid,Automatic,Grey,Second,15.13,14.22
C9680,Hyundai,Innova,2014,Diesel,Automatic,Blue,Third,20.04,24.94
C9681,Maruti,XUV500,2024,Electric,Automatic,Grey,Third,24.27,16.63
C9682,Honda,Creta,2022,Electric,Manual,Yellow,Second,23.78,24.92
C9683,Hyundai,Creta,2021,Diesel,Manual,White,Second,15.4,43.32
C9684,Tata,Duster,2011,Diesel,Manual,Silver,Fourth,17.69,13.36
C9685,Honda,City,2021,CNG,Automatic,Silver,First,21.53,37.57
C9686,Toyota,Innova,2013,CNG,Automatic,Black,First,24.4,25.88
C9687,Hyundai,XUV500,2016,Electric,Manual,Blue,Fourth,21.45,41.12
C9688,Hyundai,City,2005,Diesel,Manual,Blue,Third,24.44,38.48
C9689,Hyundai,Ecosport,2019,Diesel,Manual,Silver,Fourth,18.02,43.15
C9690,Kia,XUV500,2008,Electric,Manual,Black,Third,21.14,43.4
C9691,Maruti,City,2012,Petrol,Automatic,Green,Second,24.69,47.13
C9692,Ford,Swift,2015,Hybrid,Automatic,White,Second,22.13,5.08
C9693,Hyundai,Ecosport,2020,Petrol,Manual,Yellow,Second,24.33,48.45
C9694,Kia,Seltos,2018,Electric,Manual,Green,Fourth,24.38,8.51
C9695,Maruti,Seltos,2013,CNG,Automatic,White,First,21.53,9.08
C9696,Mahindra,Seltos,2012,Petrol,Automatic,Yellow,Third,11.16,11.17
C9697,Honda,Seltos,2023,Diesel,Manual,Blue,Third,18.76,16.73
C9698,Toyota,Creta,2009,Electric,Manual,Yellow,Fourth,15.03,38.72
C9699,Hyundai,Innova,2012,Hybrid,Automatic,Green,Second,12.5,37.57
C9700,Kia,Innova,2023,Petrol,Manual,Red,First,10.48,21.16
C9701,Kia,City,2007,Petrol,Automatic,Yellow,Third,15.07,44.09
C9702,Tata,Seltos,2023,Electric,Automatic,Blue,First,20.76,45.73
C9703,Tata,Innova,2018,Petrol,Automatic,Blue,Fourth,20.73,6.13
C9704,Honda,Ecosport,2013,Electric,Manual,Grey,Second,17.81,4.05
C9705,Renault,Ecosport,2019,Petrol,Automatic,Silver,Second,10.13,23.05
C9706,Mahindra,Innova,2013,Electric,Automatic,Silver,Third,14.91,25.48
C9707,Hyundai,Innova,2019,CNG,Manual,Silver,First,23.98,15.36
C9708,Renault,Swift,2017,Hybrid,Manual,Green,Third,23.8,21.14
C9709,Volkswagen,Swift,2005,Petrol,Manual,Grey,First,24,5.49
C9710,Toyota,Swift,2005,CNG,Automatic,Grey,Fourth,19.49,35.76
C9711,Hyundai,Duster,2009,Hybrid,Automatic,Red,Fourth,18.94,41.14
C9712,Tata,Swift,2005,Electric,Manual,Silver,Fourth,15.86,10.29
C9713,Maruti,Duster,2011,CNG,Manual,White,Second,10.98,15.51
C9714,Tata,Creta,2011,Hybrid,Automatic,Grey,First,24.56,22.61
C9715,Kia,Polo,2013,CNG,Automatic,Silver,Second,24.51,41.03
C9716,Hyundai,Innova,2012,Petrol,Manual,Grey,Third,10.16,6.21
C9717,Honda,Ecosport,2019,Hybrid,Automatic,Green,Third,16.99,7.11
C9718,Toyota,City,2012,Petrol,Manual,Blue,First,17.04,37.84
C9719,Toyota,XUV500,2013,CNG,Manual,Blue,First,20.77,45.94
C9720,Tata,Nexon,2019,Petrol,Automatic,Yellow,Fourth,16.55,20.53
C9721,Tata,Creta,2005,Hybrid,Automatic,Yellow,Second,23.42,24.87
C9722,Tata,Nexon,2018,Petrol,Manual,Blue,Second,12.01,30.05
C9723,Maruti,Polo,2015,Hybrid,Automatic,Black,Third,12.83,40.62
C9724,Tata,City,2017,Electric,Automatic,Grey,Fourth,17.7,3.06
C9725,Volkswagen,Seltos,2014,Hybrid,Manual,Yellow,First,17.72,21.74
C9726,Mahindra,Duster,2021,Petrol,Automatic,Red,Third,16.21,45.53
C9727,Honda,Ecosport,2010,Diesel,Automatic,Red,Fourth,20.75,11.89
C9728,Mahindra,Creta,2020,CNG,Automatic,Yellow,Second,14.81,24.78
C9729,Volkswagen,Seltos,2022,Electric,Manual,Blue,Second,20.21,11.27
C9730,Volkswagen,Ecosport,2005,Electric,Manual,Yellow,Second,19.14,28.64
C9731,Kia,Innova,2022,Diesel,Manual,Grey,Second,14.64,37.63
